iter	Passed	Remaining
217	351	1260
218	353	1259
219	354	1258
220	356	1255
221	357	1253
222	359	1252
223	361	1250
224	362	1249
225	364	1247
226	365	1246
227	367	1244
228	369	1243
229	370	1241
230	372	1240
231	374	1238
232	375	1235
233	377	1234
234	378	1232
235	380	1231
236	381	1229
237	383	1228
238	385	1226
239	388	1230
240	390	1229
241	392	1227
242	393	1226
243	395	1224
244	397	1223
245	398	1222
246	400	1221
247	402	1221
248	404	1220
249	406	1219
250	407	1217
251	409	1215
252	411	1214
253	412	1212
254	415	1212
255	416	1211
256	418	1209
257	419	1207
258	421	1206
259	423	1204
260	425	1203
261	426	1201
262	428	1200
263	430	1199
264	431	1197
265	433	1195
266	435	1194
267	436	1192
268	438	1190
269	439	1189
270	441	1187
271	443	1186
272	444	1184
273	446	1182
274	448	1181
275	449	1179
276	451	1178
277	453	1176
278	454	1175
279	456	1173
280	458	1172
281	459	1170
282	461	1168
283	462	1166
284	464	1164
285	465	1163
286	467	1161
287	468	1158
288	470	1156
289	471	1154
290	473	1153
291	474	1151
292	476	1149
293	478	1148
294	479	1146
295	481	1145
296	483	1144
297	485	1142
298	486	1141
299	488	1139
300	490	1137
301	491	1136
302	493	1134
303	494	1132
304	496	1131
305	499	1133
306	501	1132
307	503	1130
308	504	1129
309	506	1127
310	508	1125
311	509	1124
312	511	1122
313	513	1120
314	514	1119
315	516	1118
316	518	1116
317	519	1114
318	521	1113
319	523	1111
320	524	1109
321	526	1108
322	528	1107
323	529	1105
324	531	1103
325	533	1101
326	534	1100
327	536	1098
328	537	1096
329	539	1094
330	540	1093
331	542	1091
332	544	1090
333	545	1088
334	547	1086
335	548	1084
336	550	1082
337	552	1081
338	553	1079
339	555	1078
340	556	1076
341	558	1074
342	560	1072
343	561	1071
344	563	1069
345	564	1067
346	566	1065
347	568	1064
348	569	1062
349	571	1061
350	573	1059
351	574	1058
352	576	1056
353	578	1054
354	579	1053
355	582	1054
356	584	1052
357	586	1051
358	587	1049
359	589	1047
360	590	1046
361	592	1044
362	594	1043
363	596	1042
364	598	1041
365	600	1039
366	601	1038
367	603	1036
368	605	1034
369	606	1033
370	608	1031
371	610	1030
372	612	1029
373	614	1028
374	615	1026
375	617	1024
376	619	1022
377	620	1021
378	622	1019
379	623	1018
380	625	1016
381	627	1014
382	628	1012
383	630	1011
384	631	1009
385	633	1007
386	634	1005
387	636	1003
388	637	1001
389	639	1000
390	641	998
391	642	996
392	644	994
393	645	993
394	647	991
395	648	989
396	650	987
397	651	986
398	653	984
399	655	982
400	657	981
401	658	979
402	660	977
403	661	976
404	663	974
405	665	973
406	666	971
407	668	969
408	669	968
409	671	966
410	673	964
411	674	963
412	676	961
413	677	959
414	679	957
415	681	956
416	682	954
417	683	952
418	685	950
419	686	948
420	688	947
421	690	945
422	691	943
423	693	941
424	694	940
425	696	938
426	698	936
427	699	935
428	701	933
429	703	932
430	704	930
431	706	929
432	708	927
433	710	925
434	711	924
435	713	922
436	715	921
437	716	919
438	718	917
439	719	916
440	721	914
441	723	912
442	724	911
443	726	909
444	727	907
445	729	905
446	731	904
447	732	902
448	734	900
449	735	899
450	737	897
451	739	896
452	741	894
453	742	893
454	744	891
455	745	889
456	747	888
457	749	886
458	750	884
459	752	882
460	753	881
461	755	879
462	756	877
463	758	876
464	760	874
465	761	872
466	763	871
467	764	869
468	766	867
469	767	865
470	769	864
471	770	862
472	772	860
473	774	859
474	777	859
475	779	857
476	780	855
477	782	854
478	783	852
479	785	850
480	787	849
481	788	847
482	790	845
483	792	844
484	794	843
485	796	842
486	797	840
487	799	839
488	801	837
489	803	835
490	804	834
491	806	832
492	808	831
493	810	830
494	812	828
495	813	826
496	815	825
497	817	823
498	818	821
499	820	820
500	822	818
501	823	816
502	825	815
503	826	813
504	828	812
505	830	810
506	831	808
507	833	807
508	835	805
509	836	803
510	838	802
511	839	800
512	841	798
513	842	797
514	844	795
515	846	793
516	847	792
517	849	790
518	850	788
519	852	786
520	853	785
521	855	783
522	857	781
523	858	780
524	860	778
525	862	777
526	864	775
527	866	774
528	867	772
529	869	770
530	870	769
531	872	767
532	874	765
533	875	764
534	877	762
535	878	760
536	880	759
537	882	757
538	883	755
539	885	754
540	887	752
541	889	751
542	890	749
543	892	748
544	894	746
545	895	744
546	897	743
547	899	741
548	901	740
549	903	738
550	904	737
551	906	735
552	908	734
553	910	732
554	911	731
555	913	729
556	915	727
557	916	726
558	918	724
559	920	722
560	921	721
561	923	719
562	924	717
563	926	716
564	928	714
565	929	713
566	931	711
567	932	709
568	934	707
569	936	706
570	937	704
571	939	703
572	941	701
573	942	699
574	944	698
575	946	696
576	947	694
577	949	693
578	951	691
579	952	689
580	954	688
581	955	686
582	957	684
583	958	683
584	961	681
585	962	680
586	964	678
587	966	676
588	967	675
589	969	673
590	971	672
591	973	670
592	974	669
593	976	667
594	978	666
595	980	664
596	981	662
597	983	660
598	984	659
599	986	657
600	988	655
601	990	654
602	991	652
603	993	651
604	995	649
605	996	648
606	998	646
607	1000	644
608	1001	643
609	1003	641
610	1005	640
611	1007	638
612	1008	636
613	1010	635
614	1012	633
615	1013	631
616	1015	630
617	1016	628
618	1018	626
619	1020	625
620	1021	623
621	1023	621
622	1024	620
623	1026	618
624	1028	616
625	1029	615
626	1031	613
627	1033	612
628	1034	610
629	1036	608
630	1038	607
631	1039	605
632	1041	603
633	1042	602
634	1044	600
635	1046	598
636	1047	597
637	1049	595
638	1050	593
639	1052	592
640	1054	590
641	1055	588
642	1057	586
643	1058	585
644	1060	583
645	1061	581
646	1063	580
647	1064	578
648	1066	576
649	1068	575
650	1069	573
651	1071	571
652	1072	570
653	1074	568
654	1076	566
655	1077	565
656	1079	563
657	1080	561
658	1082	559
659	1083	558
660	1085	556
661	1087	555
662	1088	553
663	1090	551
664	1092	550
665	1093	548
666	1095	546
667	1096	545
668	1098	543
669	1100	541
670	1101	540
671	1103	538
672	1104	536
673	1106	535
674	1108	533
675	1109	531
676	1111	530
677	1113	528
678	1114	526
679	1116	525
680	1117	523
681	1119	521
682	1120	520
683	1122	518
684	1124	517
685	1125	515
686	1127	513
687	1129	512
688	1130	510
689	1132	508
690	1133	506
691	1135	505
692	1136	503
693	1138	501
694	1139	500
695	1141	498
696	1143	496
697	1144	495
698	1146	493
699	1148	492
700	1149	490
701	1151	488
702	1152	487
703	1154	485
704	1156	483
705	1157	482
706	1159	480
707	1162	479
708	1164	478
709	1166	476
710	1168	474
711	1170	473
712	1171	471
713	1174	470
714	1175	468
715	1178	467
716	1180	465
717	1181	464
718	1183	462
719	1184	460
720	1186	459
721	1188	457
722	1189	455
723	1191	454
724	1193	452
725	1194	450
726	1196	449
727	1197	447
728	1199	445
729	1201	444
730	1202	442
731	1204	440
732	1205	439
733	1207	437
734	1208	435
735	1210	434
736	1212	432
737	1213	430
738	1215	429
739	1217	427
740	1219	426
741	1221	424
742	1222	422
743	1224	421
744	1225	419
745	1227	418
746	1229	416
747	1230	414
748	1232	412
749	1234	411
750	1235	409
751	1237	408
752	1238	406
753	1240	404
754	1241	402
755	1243	401
756	1244	399
757	1246	397
758	1247	396
759	1249	394
760	1250	392
761	1252	391
762	1253	389
763	1255	387
764	1257	386
765	1258	384
766	1260	382
767	1261	381
768	1263	379
769	1265	377
770	1266	376
771	1268	374
772	1270	373
773	1272	371
774	1273	369
775	1275	368
776	1277	366
777	1278	364
778	1280	363
779	1281	361
780	1283	359
781	1284	358
782	1286	356
783	1288	354
784	1289	353
785	1291	351
786	1293	350
787	1294	348
788	1296	346
789	1298	345
790	1300	343
791	1301	341
792	1303	340
793	1305	338
794	1306	336
795	1308	335
796	1309	333
797	1311	332
798	1313	330
799	1314	328
800	1316	327
801	1317	325
802	1319	323
803	1320	321
804	1322	320
805	1324	318
806	1325	317
807	1327	315
808	1329	313
809	1330	312
810	1332	310
811	1334	308
812	1335	307
813	1337	305
814	1338	303
815	1340	302
816	1342	300
817	1343	298
818	1345	297
819	1347	295
820	1348	294
821	1350	292
822	1351	290
823	1353	289
824	1355	287
825	1357	285
826	1359	284
827	1360	282
828	1362	281
829	1364	279
830	1365	277
831	1367	276
832	1368	274
833	1370	272
834	1372	271
835	1373	269
836	1375	267
837	1377	266
838	1378	264
839	1380	262
840	1382	261
841	1383	259
842	1385	258
843	1387	256
844	1388	254
845	1390	253
846	1391	251
847	1393	249
848	1395	248
849	1396	246
850	1398	244
851	1399	243
852	1400	241
853	1402	239
854	1403	238
855	1405	236
856	1407	234
857	1408	233
858	1410	231
859	1411	229
860	1413	228
861	1415	226
862	1416	224
863	1418	223
864	1419	221
865	1421	219
866	1423	218
867	1424	216
868	1426	214
869	1427	213
870	1429	211
871	1430	210
872	1432	208
873	1433	206
874	1435	205
875	1436	203
876	1438	201
877	1440	200
878	1441	198
879	1443	196
880	1444	195
881	1446	193
882	1448	191
883	1449	190
884	1451	188
885	1452	186
886	1454	185
887	1456	183
888	1457	182
889	1459	180
890	1461	178
891	1462	177
892	1464	175
893	1465	173
894	1467	172
895	1469	170
896	1470	168
897	1472	167
898	1473	165
899	1475	163
900	1476	162
901	1478	160
902	1480	158
903	1481	157
904	1483	155
905	1484	154
906	1486	152
907	1487	150
908	1489	149
909	1490	147
910	1492	145
911	1494	144
912	1495	142
913	1497	140
914	1498	139
915	1500	137
916	1501	135
917	1503	134
918	1504	132
919	1506	130
920	1507	129
921	1509	127
922	1511	126
923	1512	124
924	1514	122
925	1515	121
926	1517	119
927	1518	117
928	1520	116
929	1521	114
930	1523	112
931	1525	111
932	1526	109
933	1528	107
934	1529	106
935	1531	104
936	1533	103
937	1534	101
938	1536	99
939	1537	98
940	1539	96
941	1541	94
942	1542	93
943	1544	91
944	1546	90
945	1548	88
946	1550	86
947	1551	85
948	1553	83
949	1554	81
950	1556	80
951	1558	78
952	1560	76
953	1562	75
954	1564	73
955	1565	72
956	1567	70
957	1568	68
958	1570	67
959	1571	65
960	1573	63
961	1575	62
962	1577	60
963	1579	58
964	1580	57
965	1582	55
966	1584	54
967	1585	52
968	1587	50
969	1589	49
970	1590	47
971	1592	45
972	1593	44
973	1595	42
974	1597	40
975	1598	39
976	1600	37
977	1601	36
978	1603	34
979	1604	32
980	1606	31
981	1607	29
982	1609	27
983	1610	26
984	1612	24
985	1613	22
986	1615	21
987	1616	19
988	1618	17
989	1619	16
990	1621	14
991	1622	13
992	1624	11
993	1626	9
994	1627	8
995	1629	6
996	1631	4
997	1632	3
998	1634	1
999	1635	0
