iter	Logloss
780	0.3499191373
781	0.3498237886
782	0.3498082415
783	0.3497695588
784	0.3497187897
785	0.3496988758
786	0.3496779496
787	0.3496182861
788	0.3495518255
789	0.3494755226
790	0.3494328187
791	0.3493558913
792	0.3492967016
793	0.3492535463
794	0.3492390105
795	0.3492053273
796	0.3491167326
797	0.3490882442
798	0.3490111358
799	0.3489419074
800	0.3489028315
801	0.3488366139
802	0.3488199645
803	0.3487687439
804	0.3486953737
805	0.3486453507
806	0.3485655183
807	0.3485303568
808	0.3485042585
809	0.3484627577
810	0.3484141302
811	0.3483710946
812	0.3482417968
813	0.3481902665
814	0.3481589044
815	0.3481138282
816	0.3480592429
817	0.3480222784
818	0.3479270851
819	0.3478422349
820	0.3477741002
821	0.3477581129
822	0.3476907975
823	0.347652771
824	0.3476014419
825	0.3475666942
826	0.347508931
827	0.347459432
828	0.3474169728
829	0.3473429769
830	0.3473359251
831	0.3473169355
832	0.347302656
833	0.3472148792
834	0.3471873419
835	0.3471346898
836	0.347116759
837	0.3470334225
838	0.346929727
839	0.3468786145
840	0.3468466009
841	0.3468049246
842	0.3467593299
843	0.3467460323
844	0.3467354521
845	0.3466614532
846	0.3466231398
847	0.3465760094
848	0.3464939275
849	0.3463972221
850	0.3463338175
851	0.3462909611
852	0.3462778108
853	0.3462047188
854	0.3461645
855	0.3461349817
856	0.3460600037
857	0.3460180459
858	0.3460004018
859	0.3459311313
860	0.3458611965
861	0.3458089527
862	0.3457709293
863	0.3457235335
864	0.3456928169
865	0.3456857413
866	0.34564075
867	0.3455791216
868	0.3455399505
869	0.345481581
870	0.3453981494
871	0.3453187602
872	0.3452720893
873	0.3451973959
874	0.3451206425
875	0.3450614731
876	0.3450000361
877	0.3449468156
878	0.3449009725
879	0.3448132559
880	0.3447712804
881	0.3447076502
882	0.344691413
883	0.3446540359
884	0.3445881226
885	0.3445549475
886	0.3444844053
887	0.344387219
888	0.3443226619
889	0.3442559807
890	0.3441949776
891	0.3441104034
892	0.3440578823
893	0.3440083201
894	0.3439949448
895	0.3439853595
896	0.3439150477
897	0.3438942413
898	0.3438375803
899	0.343822719
900	0.3437772045
901	0.3437385648
902	0.343687682
903	0.3436283504
904	0.343594403
905	0.343549456
906	0.343515401
907	0.3434488555
908	0.3433829657
909	0.3433474237
910	0.3432967927
911	0.3432851287
912	0.3432187166
913	0.3431135441
914	0.3430822698
915	0.3430338248
916	0.3429912449
917	0.3429565919
918	0.3429150914
919	0.342876003
920	0.342842335
921	0.3428114882
922	0.3427144329
923	0.3427024821
924	0.3426433217
925	0.3426239936
926	0.3425869129
927	0.3425097514
928	0.3425012854
929	0.3423872261
930	0.3423199337
931	0.3422613497
932	0.3422056188
933	0.3421257651
934	0.3420879729
935	0.3420440763
936	0.3419699726
937	0.3418872848
938	0.3418708979
939	0.3418207362
940	0.3418034746
941	0.3417349741
942	0.3417069034
943	0.3415995483
944	0.3415333499
945	0.3414527594
946	0.3414354216
947	0.3413644718
948	0.3412844046
949	0.3412550912
950	0.3412008794
951	0.3411803323
952	0.3411468721
953	0.3410806849
954	0.3410484217
955	0.3409858275
956	0.3409514445
957	0.3408831888
958	0.3407966387
959	0.340749633
960	0.3407341533
961	0.3407095077
962	0.3406679556
963	0.3406462534
964	0.3406018842
965	0.3405153547
966	0.3405024124
967	0.3404224513
968	0.3403779209
969	0.3403434459
970	0.3402843257
971	0.3402406144
972	0.3402044767
973	0.3401479814
974	0.34013035
975	0.3400975498
976	0.3400463596
977	0.3399871783
978	0.3399301212
979	0.3398775377
980	0.3398308429
981	0.3398117861
982	0.339768473
983	0.3397266092
984	0.3396680724
985	0.3395776987
986	0.3395441901
987	0.3395037965
988	0.3394670869
989	0.339431434
990	0.3393953339
991	0.3393722301
992	0.3393231986
993	0.3393030155
994	0.3392295523
995	0.3391772054
996	0.3391249368
997	0.3390891824
998	0.339071749
999	0.3390034744
